category,query_term,nasa_id,title,description,center,img_url,date
Planet,Pluto,PIA19857,Pluto in True Color,"Four images from NASA's New Horizons' Long Range Reconnaissance Imager (LORRI) were combined with color data from the Ralph instrument to create this global view of Pluto. (The lower right edge of Pluto in this view currently lacks high-resolution color coverage.) The images, taken when the spacecraft was 280,000 miles (450,000 kilometers) away, show features as small as 1.4 miles (2.2 kilometers), twice the resolution of the single-image view taken on July 13.   http://photojournal.jpl.nasa.gov/catalog/PIA19857",JPL,https://images-assets.nasa.gov/image/PIA19857/PIA19857~small.jpg,2015-07-25T22:32:51Z
Planet,Pluto,PIA19937,Looking over Pluto,"This synthetic perspective view of Pluto, based on the latest high-resolution images to be downlinked from NASA's New Horizons spacecraft, shows what you would see if you were approximately 1,100 miles (1,800 kilometers) above Pluto's equatorial area, looking northeast over the dark, cratered, informally named Cthulhu Regio toward the bright, smooth, expanse of icy plains informally called Sputnik Planum. The entire expanse of terrain seen in this image is 1,100 miles (1,800 kilometers) across. The images were taken as New Horizons flew past Pluto on July 14, 2015, from a distance of 50,000 miles (80,000 kilometers).   http://photojournal.jpl.nasa.gov/catalog/PIA19937",JPL,https://images-assets.nasa.gov/image/PIA19937/PIA19937~medium.jpg,2015-09-10T18:55:08Z
Planet,Pluto,PIA20155,Ice Volcanoes on Pluto?,"NASA New Horizons scientists believe that the informally named feature Wright Mons, located south of Sputnik Planum on Pluto, and another, Piccard Mons, could have been formed by the cryovolcanic eruption of ices from beneath Pluto surface. Sputnik Planum on Pluto, is an unusual feature that's about 100 miles (160 kilometers) wide and 13,000 feet (4 kilometers) high. It displays a summit depression (visible in the center of the image) that's approximately 35 miles (56 kilometers) across, with a distinctive hummocky texture on its sides. The rim of the summit depression also shows concentric fracturing.  http://photojournal.jpl.nasa.gov/catalog/PIA20155",JPL,https://images-assets.nasa.gov/image/PIA20155/PIA20155~small.jpg,2015-11-10T00:20:06Z
Planet,Pluto,PIA09232,New Horizons Sees Pluto Sept. 21,"A white arrow marks Pluto in this NASA New Horizons Long Range Reconnaissance Imager picture taken Sept. 21, 2006. Pluto is little more than a faint point of light among a dense field of stars.",JPL,https://images-assets.nasa.gov/image/PIA09232/PIA09232~small.jpg,2007-04-02T23:50:02Z
Planet,Pluto,PIA09233,New Horizons Sees Pluto Sept. 24,"A white arrow marks Pluto in this NASA New Horizons Long Range Reconnaissance Imager picture taken Sept. 24, 2006. Pluto is little more than a faint point of light among a dense field of stars.",JPL,https://images-assets.nasa.gov/image/PIA09233/PIA09233~small.jpg,2007-04-02T23:50:03Z
Planet,Pluto,PIA20037,Mapping Pluto Broken Heart,"In addition to transmitting new high-resolution images and other data on the familiar close-approach hemispheres of Pluto and Charon, NASA's New Horizons spacecraft is also returning images -- such as this one -- to improve maps of other regions.  This image was taken by the New Horizons Long Range Reconnaissance Imager (LORRI) on the morning of July 13, 2015, from a range of 1.03 million miles (1.7 million kilometers) and has a resolution of 5.1 miles (8.3 kilometers) per pixel. It provides fascinating new details to help the science team map the informally named Krun Macula (the prominent dark spot at the bottom of the image) and the complex terrain east and northeast of Pluto's ""heart"" (Tombaugh Regio). Pluto's north pole is on the planet's disk at the 12 o'clock position of this image.   http://photojournal.jpl.nasa.gov/catalog/PIA20037",JPL,https://images-assets.nasa.gov/image/PIA20037/PIA20037~small.jpg,2015-10-29T21:37:02Z
Planet,Pluto,PIA00825,The Surface of Pluto,"The never-before-seen surface of the distant planet Pluto is resolved in these NASA Hubble Space Telescope pictures, taken with the European Space Agency Faint Object Camera FOC aboard Hubble.",JPL,https://images-assets.nasa.gov/image/PIA00825/PIA00825~medium.jpg,1998-03-28T14:44:08Z
Planet,Pluto,PIA20544,Pluto Bladed Terrain in 3-D,"One of the strangest landforms spotted by NASA New Horizons spacecraft when it flew past Pluto last July was the bladed terrain just east of Tombaugh Regio, the informal name given to Pluto large heart-shaped surface feature.",JPL,https://images-assets.nasa.gov/image/PIA20544/PIA20544~thumb.jpg,2016-03-31T21:46:02Z
Planet,Pluto,PIA19956,Pluto in Extended Color,"This cylindrical projection map of Pluto, in enhanced, extended color, is the most detailed color map of Pluto ever made by NASA New Horizons.  It uses recently returned color imagery from the New Horizons Ralph camera, which is draped onto a base map of images from the NASA's spacecraft's Long Range Reconnaissance Imager (LORRI). The map can be zoomed in to reveal exquisite detail with high scientific value. Color variations have been enhanced to bring out subtle differences. Colors used in this map are the blue, red, and near-infrared filter channels of the Ralph instrument.  http://photojournal.jpl.nasa.gov/catalog/PIA19956",JPL,https://images-assets.nasa.gov/image/PIA19956/PIA19956~medium.jpg,2015-09-24T20:51:05Z
Planet,Pluto,PIA20287,"Pluto Moon Nix, Half Illuminated","This recently received panchromatic image of Pluto's small satellite Nix taken by the Multispectral Visible Imaging Camera (MVIC) aboard New Horizons is one of the best images of Pluto's third-largest moon generated by the NASA mission. Taken on July 14, 2015, at a range of about 14,000 miles (23,000 kilometers) from Nix, the illuminated surface is about 12 miles (19 kilometers) by 29 miles (47 kilometers). The unique perspective of this image provides new details about Nix's geologic history and impact record. http://photojournal.jpl.nasa.gov/catalog/PIA20287",JPL,https://images-assets.nasa.gov/image/PIA20287/PIA20287~small.jpg,2015-12-18T19:18:23Z
Planet,Pluto,PIA19702,A Heart on Pluto,"In the early morning hours of July 8, 2015, mission scientists received this new view of Pluto -- the most detailed yet returned by the Long Range Reconnaissance Imager (LORRI) aboard New Horizons. The image was taken on July 7, when the NASA spacecraft was just under 5 million miles (8 million kilometers) from Pluto, and is the first to be received since the July 4 anomaly that sent the spacecraft into safe mode.  This view is centered roughly on the area that will be seen close-up during New Horizons' July 14 closest approach. This side of Pluto is dominated by three broad regions of varying brightness. Most prominent are an elongated dark feature at the equator, informally known as ""the whale,"" and a large heart-shaped bright area measuring some 1,200 miles (2,000 kilometers) across on the right. Above those features is a polar region that is intermediate in brightness.   http://photojournal.jpl.nasa.gov/catalog/PIA19702",JPL,https://images-assets.nasa.gov/image/PIA19702/PIA19702~medium.jpg,2015-07-08T23:00:03Z
Planet,Pluto,PIA20477,Methane Snow on Pluto Peaks,NASA New Horizons spacecraft captured this image of a chain of snow-capped mountains stretching across the dark expanse on Pluto informally named Cthulhu Regio.,JPL,https://images-assets.nasa.gov/image/PIA20477/PIA20477~small.jpg,2016-03-03T20:19:46Z
Planet,Pluto,PIA19698,Three Views of Pluto,"New Horizons' Long Range Reconnaissance Imager (LORRI) obtained these three images of Pluto between July 1-3 ,2015, as the spacecraft closed in on its July 14 encounter with the dwarf planet and its moons. The left image shows, on the right side of the disk, a large bright area on the hemisphere opposite Charon; this is the side of Pluto that will be seen in close-up by New Horizons on July 14. The three images together show the full extent of a continuous swath of dark terrain that wraps around Pluto's equatorial region between longitudes 40° and 160°. The western end of the swath, west of longitude 40°, breaks up into a series of striking dark regularly-spaced spots on the anti-Charon hemisphere (right image) that were first noted in New Horizons images taken on Pluto's previous rotation. Intriguing details are beginning to emerge in the bright material north of the dark region, in particular a series of bright and dark patches that are conspicuous just below the center of the disk in the right-hand image. In all three black-and-white views, the apparent jagged bottom edge of Pluto is the result of image processing.  http://photojournal.jpl.nasa.gov/catalog/PIA19698",JPL,https://images-assets.nasa.gov/image/PIA19698/PIA19698~small.jpg,2015-07-06T23:06:37Z
Planet,Pluto,PIA21965,Pluto's Bladed Terrain,Pluto's bladed terrain as seen from NASA's New Horizons during its July 2015 flyby.  https://photojournal.jpl.nasa.gov/catalog/PIA21965,JPL,https://images-assets.nasa.gov/image/PIA21965/PIA21965~thumb.jpg,2017-09-28T00:00:00Z
Planet,Pluto,PIA20033,Family Portrait of Pluto Moons,"This composite image shows a sliver of Pluto large moon, Charon, and all four of Pluto small moons, as resolved by the Long Range Reconnaissance Imager (LORRI) on the New Horizons spacecraft. All the moons are displayed with a common intensity stretch and spatial scale (see scale bar). Charon is by far the largest of Pluto's moons, with a diameter of 751 miles (1,212 kilometers). Nix and Hydra have comparable sizes, approximately 25 miles (40 kilometers) across in their longest dimension above. Kerberos and Styx are much smaller and have comparable sizes, roughly 6-7 miles (10-12 kilometers) across in their longest dimension. All four small moons have highly elongated shapes, a characteristic thought to be typical of small bodies in the Kuiper Belt.   http://photojournal.jpl.nasa.gov/catalog/PIA20033",JPL,https://images-assets.nasa.gov/image/PIA20033/PIA20033~small.jpg,2015-10-23T19:32:02Z
Planet,Pluto,PIA21862,Global Mosaics of Pluto and Charon,"Global mosaics of Pluto and Charon projected at 300 meters (985 feet) per pixel that have been assembled from most of the highest resolution images obtained by the Long-Range Reconnaissance Imager (LORRI) and the Multispectral Visible Imaging Camera (MVIC) onboard New Horizons. Transparent, colorized stereo topography data generated for the encounter hemispheres of Pluto and Charon have been overlain on the mosaics. Terrain south of about 30°S on Pluto and Charon was in darkness leading up to and during the flyby, so is shown in black. ""S"" and ""T"" respectively indicate Sputnik Planitia and Tartarus Dorsa on Pluto, and ""C"" indicates Caleuche Chasma on Charon. All feature names on Pluto and Charon are informal.   https://photojournal.jpl.nasa.gov/catalog/PIA21862",JPL,https://images-assets.nasa.gov/image/PIA21862/PIA21862~medium.jpg,2017-07-14T00:00:00Z
Planet,Pluto,PIA19710,The Icy Mountains of Pluto,"New close-up images of a region near Pluto's equator reveal a giant surprise: a range of youthful mountains rising as high as 11,000 feet (3,500 meters) above the surface of the icy body.  The mountains likely formed no more than 100 million years ago -- mere youngsters relative to the 4.56-billion-year age of the solar system -- and may still be in the process of building. That suggests the close-up region, which covers less than one percent of Pluto's surface, may still be geologically active today.  The youthful age estimate is based on the lack of craters in this scene. Like the rest of Pluto, this region would presumably have been pummeled by space debris for billions of years and would have once been heavily cratered -- unless recent activity had given the region a facelift, erasing those pockmarks.  Unlike the icy moons of giant planets, Pluto cannot be heated by gravitational interactions with a much larger planetary body. Some other process must be generating the mountainous landscape.  The mountains are probably composed of Pluto's water-ice ""bedrock."" Although methane and nitrogen ice covers much of the surface of Pluto, these materials are not strong enough to build the mountains. Instead, a stiffer material, most likely water-ice, created the peaks.  The close-up image was taken about 1.5 hours before New Horizons closest approach to Pluto, when the craft was 47,800 miles (770,000 kilometers) from the surface of the planet. The image easily resolves structures smaller than a mile across.   http://photojournal.jpl.nasa.gov/catalog/PIA19710",JPL,https://images-assets.nasa.gov/image/PIA19710/PIA19710~small.jpg,2015-07-15T21:12:01Z
Planet,Pluto,PIA19682,Pluto at High Noon Artist Concept,"Just how dim is the sunlight on Pluto, some three billion miles away? This artist concept of the frosty surface of Pluto with Charon and our sun as backdrops illustrates that while sunlight is much weaker than it is here on Earth, it isnt as dark as you might expect.  http://photojournal.jpl.nasa.gov/catalog/PIA19682",JPL,https://images-assets.nasa.gov/image/PIA19682/PIA19682~small.jpg,2015-06-08T16:19:07Z
Planet,Pluto,PIA20199,Pluto Badlands,"This highest-resolution image from NASA's New Horizons spacecraft shows how erosion and faulting has sculpted this portion of Pluto's icy crust into rugged badlands. The prominent 1.2-mile-high cliff at the top, running from left to upper right, is part of a great canyon system that stretches for hundreds of miles across Pluto's northern hemisphere. New Horizons team members think that the mountains in the middle are made of water ice, but have been modified by the movement of nitrogen or other exotic ice glaciers over long periods of time, resulting in a muted landscape of rounded peaks and intervening sets of short ridges. At the bottom of this 50-mile-wide image, the terrain transforms dramatically into a fractured and finely broken up floor at the northwest margin of the giant ice plain informally called Sputnik Planum. The top of the image is to Pluto's northwest.  These images were made with the telescopic Long Range Reconnaissance Imager (LORRI) aboard New Horizons, in a timespan of about a minute centered on 11:36 UT on July 14 -- just about 15 minutes before New Horizons' closest approach to Pluto -- from a range of just 10,000 miles (17,000 kilometers). They were obtained with an unusual observing mode; instead of working in the usual ""point and shoot,"" LORRI snapped pictures every three seconds while the Ralph/Multispectral Visual Imaging Camera (MVIC) aboard New Horizons was scanning the surface. This mode requires unusually short exposures to avoid blurring the images.  http://photojournal.jpl.nasa.gov/catalog/PIA20199",JPL,https://images-assets.nasa.gov/image/PIA20199/PIA20199~medium.jpg,2015-12-05T00:29:02Z
Planet,Pluto,PIA19863,Informal Names for Features on Pluto,"This image contains the initial, informal names being used by NASA's New Horizons team for the features and regions on the surface of Pluto. Names were selected based on the input the team received from the Our Pluto naming campaign. Names have not yet been approved by the International Astronomical Union (IAU).  For more information on the maps and feature naming, visit http://www.ourpluto.org/maps.   http://photojournal.jpl.nasa.gov/catalog/PIA19863",JPL,https://images-assets.nasa.gov/image/PIA19863/PIA19863~medium.jpg,2015-07-29T15:20:01Z
Planet,Pluto,PIA19952,The Rich Color Variations of Pluto,"NASA's New Horizons spacecraft captured this high-resolution enhanced color view of Pluto on July 14, 2015. The image combines blue, red and infrared images taken by the Ralph/Multispectral Visual Imaging Camera (MVIC). Pluto's surface sports a remarkable range of subtle colors, enhanced in this view to a rainbow of pale blues, yellows, oranges, and deep reds. Many landforms have their own distinct colors, telling a complex geological and climatological story that scientists have only just begun to decode. The image resolves details and colors on scales as small as 0.8 miles (1.3 kilometers).  http://photojournal.jpl.nasa.gov/catalog/PIA19952",JPL,https://images-assets.nasa.gov/image/PIA19952/PIA19952~medium.jpg,2015-09-24T20:51:01Z
Planet,Pluto,PIA11709,A Colorful Landing on Pluto,"What would it be like to actually land on Pluto? This image is one of more than 100 images taken by NASA's New Horizons spacecraft over six weeks of approach and close flyby in the summer of 2015. A video offers a trip down onto the surface of Pluto -- starting with a distant view of Pluto and its largest moon, Charon -- and leading up to an eventual ride in for a ""landing"" on the shoreline of Pluto's informally named Sputnik Planitia.  After a 9.5-year voyage covering more than three billion miles, New Horizons flew through the Pluto system on July 14, 2015, coming within 7,800 miles (12,500 kilometers) of Pluto. Carrying powerful telescopic cameras that could spot features smaller than a football field, New Horizons sent back hundreds of images of Pluto and its moons that show how dynamic and fascinating their surfaces are.  Movies are available at http://photojournal.jpl.nasa.gov/catalog/PIA11709",JPL,https://images-assets.nasa.gov/image/PIA11709/PIA11709~small.jpg,2017-01-21T01:05:50Z
Planet,Pluto,GSFC_20171208_Archive_e000410,A Close Look At Pluto,"Pluto has long been a mystery, a dot at our solar system’s margins. The best images, even with NASA’s Hubble Space Telescope, were fuzzy and pixelated. In July 2015, NASA’s New Horizons spacecraft flew past Pluto and captured the sharpest views of the dwarf planet to date. One of the most striking areas, informally named &quot;Sputnik Planum,&quot; is a sweeping, frozen plain the size of Texas and ringed by mountains of ice. Its smooth deposits are unmarred by impact craters, a stark contrast to the rest of Pluto’s battered surface. As a result, scientists believe the region formed recently, within the last few hundred million years. This contradicts past depictions of Pluto as an unchanging world. By analyzing images taken during the flyby, scientists hope to unravel more of the dwarf planet’s history. Watch the video for an up-close look at Pluto.  Credit: NASA's Goddard Space Flight Center  Video courtesy of NASA/Johns Hopkins University Applied Physics Laboratory/Southwest Research Institute/S. Robbins   ",GSFC,https://images-assets.nasa.gov/image/GSFC_20171208_Archive_e000410/GSFC_20171208_Archive_e000410~thumb.jpg,2017-12-08T00:00:00Z
Planet,Pluto,PIA12453,"Pluto and its Moons: Charon, Nix, and Hydra",A pair of small moons photographed by NASA Hubble Space Telescope discovered orbiting Pluto in 2005 now have official names: Nix and Hydra.,JPL,https://images-assets.nasa.gov/image/PIA12453/PIA12453~thumb.jpg,2009-04-21T19:00:59Z
Planet,Pluto,PIA19953,Mapping Pluto Methane Ice,"The Ralph/LEISA infrared spectrometer on NASA's New Horizons spacecraft mapped compositions across Pluto's surface as it flew past the planet on July 14, 2015. On the left, a map of methane ice abundance shows striking regional differences, with stronger methane absorption indicated by the brighter purple colors, and lower abundances shown in black. Data have only been received so far for the left half of Pluto's disk. At right, the methane map is merged with higher-resolution images from the spacecraft's Long Range Reconnaissance Imager (LORRI).   http://photojournal.jpl.nasa.gov/catalog/PIA19953",JPL,https://images-assets.nasa.gov/image/PIA19953/PIA19953~medium.jpg,2015-09-24T20:51:02Z
Planet,Pluto,PIA20656,Pluto Halo Craters,Within Pluto informally named Vega Terra region is a field of eye-catching craters that looks like a cluster of bright halos scattered across a dark landscape as seen by NASA New Horizons.,JPL,https://images-assets.nasa.gov/image/PIA20656/PIA20656~medium.jpg,2016-04-21T18:56:23Z
Planet,Pluto,PIA20543,Pluto: On Frozen Pond,"NASA New Horizons spacecraft captured this feature which appears to be a frozen, former lake of liquid nitrogen, located in a mountain range just north of Pluto informally named Sputnik Planum.",JPL,https://images-assets.nasa.gov/image/PIA20543/PIA20543~thumb.jpg,2016-03-24T17:23:59Z
Planet,Pluto,PIA15546,Pluto Fretted Terrain,"NASA New Horizons scientists have spotted an expanse of terrain they describe as fretted bright plains divided into polygon-shaped blocks by a network of dark, connected valleys in Pluto informally named Venera Terra region.",JPL,https://images-assets.nasa.gov/image/PIA15546/PIA15546~medium.jpg,2016-05-20T20:28:26Z
Planet,Pluto,PIA20466,Putting Pluto Geology on the Map,This geological map from NASA New Horizons covers a portion of Pluto surface and includes the vast nitrogen-ice plain informally named Sputnik Planum and surrounding terrain.,JPL,https://images-assets.nasa.gov/image/PIA20466/PIA20466~medium.jpg,2016-02-11T19:12:54Z
Planet,Pluto,PIA20641,The Icy Spider on Pluto,"An unusual geological feature resembling a giant spider sprawls across Pluto icy landscape in this enhanced color image was obtained by NASA New Horizons spacecraft on July 14, 2015.",JPL,https://images-assets.nasa.gov/image/PIA20641/PIA20641~small.jpg,2016-04-11T19:19:58Z
Planet,Pluto,PIA20545,Blades Across Pluto,"The red outline in this global view of Pluto from NASA New Horizons marks the large area of mysterious, bladed terrain extending from the eastern section of the large feature informally named Tombaugh Regio.",JPL,https://images-assets.nasa.gov/image/PIA20545/PIA20545~small.jpg,2016-03-31T21:46:03Z
Planet,Pluto,PIA09113,Pluto Colorful Composition,Four images from New Horizons Long Range Reconnaissance Imager LORRI were combined with color data from the spacecraft Ralph instrument to create this enhanced color global view of Pluto.,JPL,https://images-assets.nasa.gov/image/PIA09113/PIA09113~small.jpg,2015-08-12T23:25:33Z
Planet,Pluto,PIA19948,"Pluto Majestic Mountains, Frozen Plains and Foggy Hazes","Just 15 minutes after its closest approach to Pluto on July 14, 2015, NASA's New Horizons spacecraft looked back toward the sun and captured this near-sunset view of the rugged, icy mountains and flat ice plains extending to Pluto's horizon. The smooth expanse of the informally named icy plain Sputnik Planum (right) is flanked to the west (left) by rugged mountains up to 11,000 feet (3,500 meters) high, including the informally named Norgay Montes in the foreground and Hillary Montes on the skyline. To the right, east of Sputnik, rougher terrain is cut by apparent glaciers. The backlighting highlights more than a dozen layers of haze in Pluto's tenuous but distended atmosphere. The image was taken from a distance of 11,000 miles (18,000 kilometers) to Pluto; the scene is 780 miles (1,250 kilometers) wide.   http://photojournal.jpl.nasa.gov/catalog/PIA19948",JPL,https://images-assets.nasa.gov/image/PIA19948/PIA19948~medium.jpg,2015-09-17T19:35:06Z
Planet,Pluto,PIA21590,Blue Rays: New Horizons High-Res Farewell to Pluto,"This is the highest-resolution color departure shot of Pluto's receding crescent from NASA's New Horizons spacecraft, taken when the spacecraft was 120,000 miles (200,000 kilometers) away from Pluto. Shown in approximate true color, the picture was constructed from a mosaic of six black-and-white images from the Long Range Reconnaissance Imager (LORRI), with color added from a lower resolution Ralph/Multispectral Visible Imaging Camera (MVIC) color image, all acquired between 15:20 and 15:45 UT -- about 3.5 hours after closest approach to Pluto -- on July 14, 2015. The resolution of the LORRI images is about 0.6 miles (1 kilometer) per pixel; the sun illuminates the scene from the other side of Pluto and somewhat toward the top of this image.  The image is dominated by spectacular layers of blue haze in Pluto's atmosphere. Scientists believe the haze is a photochemical smog resulting from the action of sunlight on methane and other molecules in Pluto's atmosphere, producing a complex mixture of hydrocarbons such as acetylene and ethylene. These hydrocarbons accumulate into small haze particles, a fraction of a micrometer in size, which preferentially scatter blue sunlight -- the same process that can make haze appear bluish on Earth.  As they settle down through the atmosphere, the haze particles form numerous intricate, horizontal layers, some extending for hundreds of miles around large portions of the limb of Pluto. The haze layers extend to altitudes of over 120 miles (200 kilometers). Pluto's circumference is 4,667 miles (7,466 kilometers).  Adding to the beauty of this picture are mountains and other topographic features on Pluto's surface that are silhouetted against the haze near the top of the image. Sunlight casts dramatic and beautiful finger-like shadows from many of these features onto the haze (especially on the left, near the 11 o'clock position), forming crepuscular rays like those often seen in Earth's atmosphere near sunrise or sunset.   https://photojournal.jpl.nasa.gov/catalog/PIA21590",JPL,https://images-assets.nasa.gov/image/PIA21590/PIA21590~medium.jpg,2017-03-24T00:02:11Z
Planet,Pluto,PIA21861,Pluto's Surface in Detail,"On July 14, 2015, NASA's New Horizons spacecraft made its historic flight through the Pluto system. This detailed, high-quality global mosaic of Pluto was assembled from nearly all of the highest-resolution images obtained by the Long-Range Reconnaissance Imager (LORRI) and the Multispectral Visible Imaging Camera (MVIC) on New Horizons.  The mosaic is the most detailed and comprehensive global view yet of Pluto's surface using New Horizons data. It includes topography data of the hemisphere visible to New Horizons during the spacecraft's closest approach. The topography is derived from digital stereo-image mapping tools that measure the parallax -- or the difference in the apparent relative positions -- of features on the surface obtained at different viewing angles during the encounter. Scientists use these parallax displacements of high and low terrain to estimate landform heights.  The global mosaic has been overlain with transparent, colorized topography data wherever on the surface stereo data is available. Terrain south of about 30°S was in darkness leading up to and during the flyby, so is shown in black. Examples of large-scale topographic features on Pluto include the vast expanse of very flat, low-elevation nitrogen ice plains of Sputnik Planitia (""P"") -- note that all feature names in the Pluto system are informal -- and, on the eastern edge of the encounter hemisphere, the aligned, high-elevation ridges of Tartarus Dorsa (""T"") that host the enigmatic bladed terrain, mountains, possible cryovolcanos, canyons, craters and more.  https://photojournal.jpl.nasa.gov/catalog/PIA21861",JPL,https://images-assets.nasa.gov/image/PIA21861/PIA21861~small.jpg,2017-07-14T00:00:00Z
Planet,Pluto,PIA20213,"Pluto Close-up, Now in Color","This enhanced color mosaic combines some of the sharpest views of Pluto that NASA's New Horizons spacecraft obtained during its July 14 flyby. The pictures are part of a sequence taken near New Horizons' closest approach to Pluto, with resolutions of about 250-280 feet (77-85 meters) per pixel -- revealing features smaller than half a city block on Pluto's surface. Lower resolution color data (at about 2,066 feet, or 630 meters, per pixel) were added to create this new image.  The images form a strip 50 miles (80 kilometers) wide, trending (top to bottom) from the edge of ""badlands"" northwest of the informally named Sputnik Planum, across the al-Idrisi mountains, onto the shoreline of Pluto's ""heart"" feature, and just into its icy plains. They combine pictures from the telescopic Long Range Reconnaissance Imager (LORRI) taken approximately 15 minutes before New Horizons' closest approach to Pluto, with -- from a range of only 10,000 miles (17,000 kilometers) -- with color data (in near-infrared, red and blue) gathered by the Ralph/Multispectral Visible Imaging Camera (MVIC) 25 minutes before the LORRI pictures.  The wide variety of cratered, mountainous and glacial terrains seen here gives scientists and the public alike a breathtaking, super-high-resolution color window into Pluto's geology. e border between the relatively smooth Sputnik Planum ice sheet and the pitted area, with a series of hills forming slightly inside this unusual ""shoreline.""  http://photojournal.jpl.nasa.gov/catalog/PIA20213",JPL,https://images-assets.nasa.gov/image/PIA20213/PIA20213~small.jpg,2015-12-10T19:01:11Z
Planet,Pluto,PIA20732,The Jagged Shores of Pluto Highlands,"This enhanced color view from NASA's New Horizons spacecraft zooms in on the southeastern portion of Pluto's great ice plains, where at lower right the plains border rugged, dark highlands informally named Krun Macula.  Krun Macula -- Krun is the lord of the underworld in the Mandaean religion, and a macula is a dark feature on a planetary surface -- is believed to get its dark red color from tholins, complex molecules found across Pluto. Krun Macula rises 1.5 miles (2.5 kilometers) above the surrounding plain -- informally named Sputnik Planum -- and is scarred by clusters of connected, roughly circular pits that typically reach between 5 and 8 miles (8 and 13 kilometers) across, and up to 1.5 miles (2.5 kilometers) deep.  At the boundary with Sputnik Planum, these pits form deep valleys reaching more than 25 miles (40 kilometers) long, 12.5 miles (20 kilometers) wide and almost 2 miles (3 kilometers) deep (almost twice as deep as the Grand Canyon in Arizona), and have floors covered with nitrogen ice. New Horizons scientists think these pits may have formed through surface collapse, although what may have prompted such a collapse is a mystery.  This scene was created using three separate observations made by New Horizons in July 2015. The right half of the image is composed of 260 feet- (80 meter-) per-pixel data from the Long Range Reconnaissance Imager (LORRI), obtained at 9,850 miles (15,850 kilometers) from Pluto, about 23 minutes before New Horizons' closest approach. The left half is composed of 410 feet- (125 meter-) per-pixel LORRI data, obtained about six minutes earlier, with New Horizons 15,470 miles (24,900 kilometers) from Pluto. These data respectively represent portions of the highest- and second-highest-resolution observations obtained by New Horizons in the Pluto system. The entire scene was then colorized using 2230 feet- (680 meter-) per-pixel data from New Horizons' Ralph/Multispectral Visual Imaging Camera (MVIC), obtained at 21,100 miles (33,900 kilometers) from Pluto, about 45 minutes before closest approach.   http://photojournal.jpl.nasa.gov/catalog/PIA20732",JPL,https://images-assets.nasa.gov/image/PIA20732/PIA20732~medium.jpg,2016-06-09T17:51:42Z
Planet,Pluto,PIA20733,The Jagged Shores of Pluto Highlands,"This enhanced color view from NASA's New Horizons spacecraft zooms in on the southeastern portion of Pluto's great ice plains, where at lower right the plains border rugged, dark highlands informally named Krun Macula.  Krun Macula -- Krun is the lord of the underworld in the Mandaean religion, and a macula is a dark feature on a planetary surface -- is believed to get its dark red color from tholins, complex molecules found across Pluto. Krun Macula rises 1.5 miles (2.5 kilometers) above the surrounding plain -- informally named Sputnik Planum -- and is scarred by clusters of connected, roughly circular pits that typically reach between 5 and 8 miles (8 and 13 kilometers) across, and up to 1.5 miles (2.5 kilometers) deep.  At the boundary with Sputnik Planum, these pits form deep valleys reaching more than 25 miles (40 kilometers) long, 12.5 miles (20 kilometers) wide and almost 2 miles (3 kilometers) deep (almost twice as deep as the Grand Canyon in Arizona), and have floors covered with nitrogen ice. New Horizons scientists think these pits may have formed through surface collapse, although what may have prompted such a collapse is a mystery.  This scene was created using three separate observations made by New Horizons in July 2015. The right half of the image is composed of 260 feet- (80 meter-) per-pixel data from the Long Range Reconnaissance Imager (LORRI), obtained at 9,850 miles (15,850 kilometers) from Pluto, about 23 minutes before New Horizons' closest approach. The left half is composed of 410 feet- (125 meter-) per-pixel LORRI data, obtained about six minutes earlier, with New Horizons 15,470 miles (24,900 kilometers) from Pluto. These data respectively represent portions of the highest- and second-highest-resolution observations obtained by New Horizons in the Pluto system. The entire scene was then colorized using 2230 feet- (680 meter-) per-pixel data from New Horizons' Ralph/Multispectral Visual Imaging Camera (MVIC), obtained at 21,100 miles (33,900 kilometers) from Pluto, about 45 minutes before closest approach.   http://photojournal.jpl.nasa.gov/catalog/PIA20733",JPL,https://images-assets.nasa.gov/image/PIA20733/PIA20733~medium.jpg,2016-06-09T17:52:42Z
Planet,Pluto,PIA19706,Dark and Bright Terrains of Pluto,"These circular maps shows the distribution of Pluto's dark and bright terrains as revealed by NASA's New Horizons mission prior to July 4, 2015. Each map is an azimuthal equidistant projection centered on the north pole, with latitude and longitude indicated. Both a gray-scale and color version are shown. The gray-scale version is based on 7 days of panchromatic imaging from the Long Range Reconnaissance Imager (LORRI), whereas the color version uses the gray-scale base and incorporates lower-resolution color information from the Multi-spectral Visible Imaging Camera (MVIC), part of the Ralph instrument. The color version is also shown in a simple cylindrical projection in PIA19700.  In these maps, the polar bright terrain is surrounded by a somewhat darker polar fringe, one whose latitudinal position varies strongly with longitude. Especially striking are the much darker regions along the equator. A broad dark swath (""the whale"") stretches along the equator from approximately 20 to 160 degrees of longitude. Several dark patches appear in a regular sequence centered near 345 degrees of longitude. A spectacular bright region occupies Pluto's mid-latitudes near 180 degrees of longitude, and stretches southward over the equator. New Horizons' closest approach to Pluto will occur near this longitude, which will permit high-resolution visible imaging and compositional mapping of these various regions.  http://photojournal.jpl.nasa.gov/catalog/PIA19706",JPL,https://images-assets.nasa.gov/image/PIA19706/PIA19706~medium.jpg,2015-07-10T22:00:03Z
